user_id,total_minutos,total_sms,total_mb,costo_total,plan,exceso_minutos,exceso_sms,exceso_mb,costo_extra_minutos,costo_extra_sms,costo_extra_mb,age,city,plan_id,usd_monthly_pay,minutes_included,messages_included,mb_per_month_included,usd_per_minute,usd_per_message,usd_per_gb,uso_minutos_relativo,uso_sms_relativo,uso_datos_relativo,porcentaje_exceso_minutos,porcentaje_exceso_sms,porcentaje_exceso_mb,log_total_mb,log_costo_total,segmento_edad,region_grupo
1010,0.5350514173858247,0.0,0.5168214860569226,0.522176400597765,surf,4288.86,0.0,121982.24,128.6658,0.0,1191.2328125,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,500,50,15360,0.03,0.03,10,9.57772,0.0,8.941552083333333,8.57772,0.0,7.941552083333334,11.830238472984213,7.201095274532283,Adulto,Centro
1011,0.30667979102329757,0.4907407407407407,0.4958854019164154,0.2930862128150407,ultimate,0.0,0.0,101058.6,0.0,0.0,690.8302734375001,73,"Cleveland-Elyria, OH MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.9149566666666666,0.371,4.28966796875,0.0,0.0,3.2896679687500003,11.788886109101238,6.635723792605797,Mayor,Centro
1012,0.016058715481526833,0.0,0.09713093869341803,0.04038079508760125,surf,0.0,0.0,10451.97,0.0,0.0,102.07001953125,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,20,500,50,15360,0.03,0.03,10,0.28746,0.0,1.680466796875,0.0,0.0,0.680466796875,10.158632357770067,4.812753457884566,Adulto,Centro
1013,0.02272219416599257,0.021164021164021163,0.07568906714227215,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,50,"Knoxville, TN MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.06779,0.016,0.6547499999999999,0.0,0.0,0.0,9.909217107244485,4.2626798770413155,Adulto,Centro
1014,0.13406843137868313,0.09656084656084656,0.03374675618337433,0.008580373338610982,surf,699.95,23.0,0.0,20.9985,0.69,0.0,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,2.3999,1.46,0.5838541666666667,1.3999000000000001,0.46,0.0,9.101529466118004,3.7539295631181164,Mayor,Este
1015,0.009998569877143508,0.08994708994708994,0.06583447246196208,0.008462590272704872,surf,0.0,18.0,2135.119999999999,0.0,0.54,20.85078124999999,26,"Pittsburgh, PA MSA",surf,20,500,50,15360,0.03,0.03,10,0.17898,1.36,1.1390052083333333,0.0,0.36,0.13900520833333327,9.769734421043646,3.746930915248972,Joven,Centro
1016,0.17455319833569452,0.12566137566137564,0.2233699974328683,0.18313150961746716,surf,1062.3,45.0,43999.25,31.869,1.35,429.68017578125,30,"Fresno, CA MSA",surf,20,500,50,15360,0.03,0.03,10,3.1246,1.9,3.8645345052083333,2.1246,0.9,2.8645345052083333,10.99138008942269,6.181876570514603,Adulto,Centro
1017,0.1765095617120358,0.20105820105820105,0.3586733791904888,0.32293076713642294,surf,1079.81,102.0,79955.31999999999,32.394299999999994,3.06,780.813671875,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,20,500,50,15360,0.03,0.03,10,3.15962,3.04,6.205424479166667,2.15962,2.04,5.205424479166666,11.464956323669263,6.730144176806731,Mayor,Centro
1018,0.13669404756052325,0.021164021164021163,0.1557115895647865,0.10911140203726198,surf,723.45,0.0,26019.43,21.7035,0.0,254.09599609375,70,"Indianapolis-Carmel-Anderson, IN MSA",surf,20,500,50,15360,0.03,0.03,10,2.4469000000000003,0.32,2.6939733072916665,1.4469,0.0,1.6939733072916667,10.630563342739018,5.6930568134944455,Mayor,Centro
1019,0.054005014368265575,0.20105820105820105,0.11718297673332755,0.062178659647792386,surf,0.0,102.0,15780.68,0.0,3.06,154.108203125,34,"Jacksonville, FL MSA",surf,20,500,50,15360,0.03,0.03,10,0.96672,3.04,2.0273880208333335,0.0,2.04,1.0273880208333332,10.346302393836407,5.182728065473557,Adulto,Centro
1020,0.09843490929892695,0.005291005291005291,0.11947367704098447,0.0678420686604205,surf,381.02,0.0,16389.420000000002,11.430599999999998,0.0,160.0529296875,56,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,500,50,15360,0.03,0.03,10,1.76204,0.08,2.0670195312499997,0.7620399999999999,0.0,1.0670195312500002,10.3656612325798,5.260010590002433,Adulto,Centro
1021,0.042263482259772875,0.0,0.022896579513385924,0.0,surf,0.0,0.0,0.0,0.0,0.0,0.0,37,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,500,50,15360,0.03,0.03,10,0.75654,0.0,0.396134765625,0.0,0.0,0.0,8.713685533340982,3.044522437723423,Adulto,Oeste
1022,0.4287765298962714,0.0,0.5011242019859259,0.4947708681359645,surf,3337.67,0.0,117810.78,100.1301,0.0,1150.4958984375,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,7.67534,0.0,8.66997265625,6.67534,0.0,7.66997265625,11.799395152780669,7.148051674280222,Mayor,Este
1023,0.011931470300370492,0.01455026455026455,0.07183137037945457,0.014405924767373422,surf,0.0,0.0,3728.7599999999984,0.0,0.0,36.413671874999984,70,"Omaha-Council Bluffs, NE-IA MSA",surf,20,500,50,15360,0.03,0.03,10,0.21358000000000002,0.22,1.2427578124999998,0.0,0.0,0.2427578124999999,9.856907344613525,4.050282460939354,Mayor,Centro
1024,0.05921825909357025,0.0,0.04066834080882185,0.00035629408344298,surf,30.019999999999985,0.0,0.0,0.9005999999999994,0.0,0.0,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,1.0600399999999999,0.0,0.7036048177083334,0.06003999999999997,0.0,0.0,9.288076112954883,3.0865140337074313,Mayor,Este
1025,0.0,0.0,0.0,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,64,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,Mayor,Centro
1026,0.03750050277756673,0.0291005291005291,0.04976389688634997,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.11188,0.022,0.4304837239583333,0.0,0.0,0.0,9.489899038730295,4.2626798770413155,Adulto,Centro
1027,0.22510915859615563,0.10317460317460317,0.3465569089295919,0.3147751929454402,surf,1514.79,28.0,76735.44,45.4437,0.84,749.36953125,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,4.02958,1.56,5.995796875,3.0295799999999997,0.56,4.995796875,11.430591567858976,6.705214563204723,Adulto,Este
1028,0.05457482894389896,1.0,0.0,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.16282,0.756,0.0,0.0,0.0,0.0,0.0,4.2626798770413155,Adulto,Centro
1029,0.2917640565434824,0.06613756613756613,0.2528762449102343,0.22534220687115847,surf,2111.37,0.0,51840.36,63.3411,0.0,506.253515625,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,20,500,50,15360,0.03,0.03,10,5.22274,1.0,4.3750234375,4.22274,0.0,3.3750234375,11.115448764401691,6.381129852480252,Adulto,Centro
1030,0.14292737210455986,0.03968253968253968,0.16375207031908823,0.05438711419235789,ultimate,0.0,0.0,12796.14,0.0,0.0,87.47361328125,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.4264133333333333,0.03,1.416541015625,0.0,0.0,0.41654101562499996,10.68091016245861,5.0655881017375615,Adulto,Centro
1031,0.3100204686333835,0.018518518518518517,0.34947791495320724,0.18786541187447287,ultimate,0.0,0.0,62151.67999999999,0.0,0.0,424.865,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.9249233333333333,0.014,3.0231666666666666,0.0,0.0,2.0231666666666666,11.438984801896485,6.206303712258577,Adulto,Este
1032,0.11382995839236314,0.05555555555555555,0.10822349143006245,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,59,"Birmingham-Hoover, AL MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.3396033333333333,0.042,0.9361897786458333,0.0,0.0,0.0,10.266766889380914,4.2626798770413155,Adulto,Centro
1033,0.2684787515027463,0.14285714285714285,0.30824926058554236,0.1582350143842291,ultimate,0.0,0.0,51195.41,0.0,0.0,349.968623046875,28,"Oklahoma City, OK MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.8009866666666666,0.108,2.6665172526041667,0.0,0.0,1.6665172526041667,11.313454616070882,6.042558301325045,Joven,Centro
1034,0.0005932775287477041,0.005291005291005291,0.0037533106102164617,0.0,surf,0.0,0.0,0.0,0.0,0.0,0.0,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,0.010620000000000001,0.08,0.06493619791666666,0.0,0.0,0.0,6.906174029465807,3.044522437723423,Joven,Este
1035,0.06613871297881184,0.0873015873015873,0.058326948116921226,0.0018223687231164413,surf,91.96000000000004,16.0,140.04000000000087,2.758800000000001,0.48,1.3675781250000083,67,"Charlotte-Concord-Gastonia, NC-SC MSA",surf,20,500,50,15360,0.03,0.03,10,1.18392,1.32,1.0091171875,0.18392000000000008,0.32,0.009117187500000058,9.648662397430643,3.242841465961742,Mayor,Centro
1036,0.2958991227090102,0.5793650793650793,0.29389164897984926,0.14791642054671406,ultimate,0.0,0.0,47379.96000000001,0.0,0.0,323.88644531250003,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.8827933333333333,0.438,2.5423164062500003,0.0,0.0,1.54231640625,11.265757627685652,5.978598243349243,Mayor,Centro
1037,0.04889902885719777,0.0582010582010582,0.05407624162888157,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,20,"Seattle-Tacoma-Bellevue, WA MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.14588666666666666,0.044,0.4677877604166667,0.0,0.0,0.0,9.572998182820776,4.2626798770413155,Joven,Centro
1038,0.11243111947335725,0.33730158730158727,0.3961174146281953,0.22138450036550628,ultimate,0.0,0.0,74545.85,0.0,0.0,509.5907714843751,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.33543,0.255,3.4266227213541667,0.0,0.0,2.4266227213541667,11.564253833742665,6.364046156673257,Adulto,Centro
1039,0.33938714766465405,0.19444444444444442,0.481001870747365,0.28253844084929836,ultimate,37.61000000000013,0.0,97103.39,0.3761000000000012,0.0,663.792705078125,56,"Columbus, OH MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,1.0125366666666666,0.147,4.160917643229166,0.01253666666666671,0.0,3.160917643229167,11.75841264778739,6.60010013961642,Adulto,Centro
1040,0.031387844849546605,0.0,0.06382607385467055,0.006186948991748419,surf,0.0,0.0,1601.4000000000017,0.0,0.0,15.638671875000014,72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,20,500,50,15360,0.03,0.03,10,0.56186,0.0,1.1042578125,0.0,0.0,0.10425781250000012,9.73875440876834,3.6011042911959,Mayor,Centro
1041,0.3882102012451007,0.0,0.7209911672155532,0.4567438177799635,ultimate,474.59000000000015,0.0,160879.12,4.745900000000002,0.0,1099.759609375,58,"Las Vegas-Henderson-Paradise, NV MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,1.1581966666666668,0.0,6.236950520833333,0.1581966666666667,0.0,5.236950520833333,12.163165770823502,7.06945355480453,Adulto,Centro
1042,0.3859544058956815,0.0,0.3379019271399707,0.3226429642086998,surf,2954.4,0.0,74435.43,88.632,0.0,726.9084960937499,40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,20,500,50,15360,0.03,0.03,10,6.9088,0.0,5.846056640624999,5.9088,0.0,4.846056640624999,11.405300498488904,6.7292749306044595,Adulto,Centro
1043,0.1387967750729586,0.7923280423280423,0.7685494080281606,0.4890456251772748,ultimate,0.0,0.0,173517.44,0.0,0.0,1186.154375,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.41409,0.599,6.648354166666667,0.0,0.0,5.648354166666667,12.22704341381334,7.136606013300833,Adulto,Este
1044,0.12246655970539468,0.21164021164021163,0.3127322582487827,0.27011750242707433,surf,596.1099999999999,110.0,67746.74,17.883299999999995,3.3,661.5892578125,74,"Albuquerque, NM MSA",surf,20,500,50,15360,0.03,0.03,10,2.19222,3.2,5.410595052083334,1.1922199999999998,2.2,4.410595052083334,11.327893117300428,6.556455232670208,Mayor,Centro
1045,0.15787327323837913,0.17195767195767195,0.19214822713252744,0.14971990311930516,surf,913.01,80.0,35702.25,27.3903,2.4,348.65478515625,20,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,2.82602,2.6,3.324365234375,1.82602,1.6,2.324365234375,10.84082033937699,5.9900762968249435,Joven,Este
1046,0.37005657923550994,0.31481481481481477,0.5552548192422438,0.5463400023865135,surf,2812.11,188.0,132195.67,84.3633,5.64,1290.9733398437502,67,"Boston-Cambridge-Newton, MA-NH MSA",surf,20,500,50,15360,0.03,0.03,10,6.62422,4.76,9.606488932291667,5.62422,3.76,8.606488932291667,11.901967584364618,7.24563840543272,Mayor,Centro
1047,0.03904682311614832,0.009259259259259259,0.06452373761430454,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,22,"Indianapolis-Carmel-Anderson, IN MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.11649333333333334,0.007,0.5581640625,0.0,0.0,0.0,9.749625164482136,4.2626798770413155,Joven,Centro
1048,0.10114208717492637,0.0,0.16294885387090122,0.11276527023644176,surf,405.25,0.0,27942.69,12.1575,0.0,272.87783203125,42,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",surf,20,500,50,15360,0.03,0.03,10,1.8105,0.0,2.819185546875,0.8105,0.0,1.819185546875,10.675993129759153,5.72370055944132,Adulto,Centro
1049,0.3004241208096283,0.0,0.27857943466356316,0.2526514040478141,surf,2188.88,0.0,58670.83,65.6664,0.0,572.95732421875,25,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,5.37776,0.0,4.819715494791667,4.37776,0.0,3.8197154947916667,11.212250414839843,6.491669557623147,Joven,Este
1050,0.37273359045750526,0.0,0.5869971279884864,0.3598963592718079,ultimate,336.07000000000016,0.0,125271.0,3.360700000000002,0.0,856.3447265625,23,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,1.1120233333333334,0.0,5.07783203125,0.11202333333333339,0.0,4.07783203125,11.957560002865423,6.835942821799465,Joven,Centro
1051,0.01842623917910948,0.07936507936507936,0.039021493086242455,0.00011868557076714914,surf,0.0,10.0,0.0,0.0,0.3,0.0,55,"San Diego-Chula Vista-Carlsbad, CA MSA",surf,20,500,50,15360,0.03,0.03,10,0.32984,1.2,0.6751126302083333,0.0,0.2,0.0,9.246742694117199,3.0587070727153796,Adulto,Centro
1052,0.14896964117323702,0.4206349206349206,0.11772285709791595,0.07459343708349332,surf,833.3199999999999,268.0,15924.15,24.9996,8.04,155.50927734375,47,"Houston-The Woodlands-Sugar Land, TX MSA",surf,20,500,50,15360,0.03,0.03,10,2.6666399999999997,6.36,2.036728515625,1.66664,5.36,1.036728515625,10.350898823050985,5.34495701689431,Adulto,Centro
1053,0.22861966329544997,0.0992063492063492,0.36551052166509385,0.33457202434588335,surf,1546.21,25.0,81772.25,46.3863,0.75,798.55712890625,27,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,4.09242,1.5,6.323714192708334,3.09242,0.5,5.323714192708334,11.483839026147516,6.7646853143719134,Joven,Este
1054,0.23497700630594798,0.32539682539682535,0.6459171655614805,0.6251681922508388,surf,1603.11,196.0,156288.65,48.0933,5.88,1526.25634765625,50,"Phoenix-Mesa-Chandler, AZ MSA",surf,20,500,50,15360,0.03,0.03,10,4.20622,4.92,11.175042317708334,3.2062199999999996,3.92,10.175042317708334,12.053210759850844,7.378527142845234,Adulto,Centro
1055,0.20271097663983695,0.8042328042328042,0.42742509465686646,0.40171297685069435,surf,1314.32,558.0,98225.68,39.42959999999999,16.74,959.23515625,52,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,20,500,50,15360,0.03,0.03,10,3.62864,12.16,7.3949010416666665,2.62864,11.16,6.3949010416666665,11.640321524873329,6.943513037880435,Adulto,Centro
1056,0.20572764204024901,0.24603174603174602,0.3885321463064875,0.3570938087632756,surf,1341.32,136.0,87890.11,40.2396,4.08,858.30185546875,33,"Cincinnati, OH-KY-IN MSA",surf,20,500,50,15360,0.03,0.03,10,3.6826399999999997,3.72,6.722012369791667,2.6826399999999997,2.72,5.722012369791667,11.544919261370818,6.828302307471187,Adulto,Centro
1057,0.3661885438220927,0.5291005291005291,0.3455680627442811,0.1861532634119732,ultimate,277.4899999999998,0.0,61112.66,2.774899999999998,0.0,417.76232421875,18,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,1.0924966666666667,0.4,2.989344401041667,0.09249666666666659,0.0,1.9893444010416668,11.427734176069453,6.197537672668026,Joven,Centro
1058,0.12836023007101452,0.07275132275132275,0.06404338821345622,0.014170438686506089,surf,648.8599999999999,5.0,1659.1500000000017,19.4658,0.15,16.202636718750014,59,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,500,50,15360,0.03,0.03,10,2.29772,1.1,1.1080175781250001,1.2977199999999998,0.1,0.10801757812500011,9.742153215249516,4.039860863177968,Adulto,Oeste
1059,0.6710471627703267,0.705026455026455,0.454648732317855,0.2753425864640849,ultimate,3006.0600000000004,0.0,90100.2,30.060600000000004,0.0,615.9193359375,34,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,2.0020200000000004,0.533,3.9329492187499997,1.0020200000000001,0.0,2.9329492187499997,11.70206704577385,6.575047856857312,Adulto,Centro
1060,0.3359839021795966,0.4365079365079365,0.4040742434656865,0.3885965513378545,surf,2507.15,280.0,92020.33,75.2145,8.4,898.63603515625,53,"Atlanta-Sandy Springs-Roswell, GA MSA",surf,20,500,50,15360,0.03,0.03,10,6.0143,6.6,6.990906901041667,5.0143,5.6,5.990906901041667,11.58414160981902,6.911000542569511,Adulto,Centro
1061,0.5207434851200186,0.6904761904761905,0.6460681378917745,0.4075906601437237,ultimate,1660.8000000000002,0.0,140968.77,16.608,0.0,963.6537011718748,38,"Columbia, SC MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,1.5536,0.522,5.5888271484375,0.5536000000000001,0.0,4.5888271484375,12.05344446444662,6.957746341947566,Adulto,Centro
1062,0.26089798307985895,0.10582010582010581,0.5578172471663149,0.33759567401875157,ultimate,0.0,0.0,117516.62,0.0,0.0,803.33626953125,41,"San Antonio-New Braunfels, TX MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.77837,0.08,4.825410807291666,0.0,0.0,3.8254108072916666,11.906571805784486,6.773465049406526,Adulto,Centro
1063,0.017679893813377905,0.0,0.07876465799461332,0.019780928461191376,ultimate,0.0,0.0,0.0,0.0,0.0,0.0,60,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.05274666666666667,0.0,0.6813554687500001,0.0,0.0,0.0,9.94904583312482,4.2626798770413155,Adulto,Este
1064,0.36088144728433075,0.17592592592592593,0.42518011503248654,0.41057246928943397,surf,2729.99,83.0,97629.09,81.8997,2.49,953.40908203125,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,6.45998,2.66,7.356060546875,5.45998,1.66,6.356060546875,11.63505539473364,6.964890320022902,Adulto,Este
1065,0.21515304549131423,0.13227513227513227,0.24168028440598072,0.2063026781173108,surf,1425.68,50.0,48865.1,42.7704,1.5,477.1982421875,26,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,500,50,15360,0.03,0.03,10,3.85136,2.0,4.181321614583333,2.85136,1.0,3.181321614583333,11.070164949118295,6.296130281324635,Joven,Oeste
1066,0.45164844004880295,0.4444444444444444,0.7318327265715743,0.7374615383683636,surf,3542.38,286.0,179120.2,106.2714,8.58,1749.220703125,61,"Boston-Cambridge-Newton, MA-NH MSA",surf,20,500,50,15360,0.03,0.03,10,8.084760000000001,6.72,12.661471354166668,7.08476,5.72,11.661471354166668,12.178090779271256,7.541721350145256,Mayor,Centro
1067,0.1377476458837042,0.13095238095238093,0.22946669061953823,0.18552867132350087,surf,732.8800000000001,49.0,45619.41,21.986400000000003,1.47,445.50205078125,37,"Grand Rapids-Kentwood, MI MSA",surf,20,500,50,15360,0.03,0.03,10,2.4657600000000004,1.98,3.9700136718750003,1.4657600000000002,0.98,2.9700136718750003,11.01830794403555,6.19432059318545,Adulto,Centro
1068,0.19179288245730858,0.0,0.42670199288744215,0.3931881236330418,surf,1216.6,0.0,98033.52,36.498,0.0,957.35859375,47,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,3.4332,0.0,7.382390625,2.4332,0.0,6.382390625,11.63862834459313,6.922502594548134,Adulto,Este
1069,0.224079023226089,0.4894179894179894,0.17366499179699446,0.06151137784308476,ultimate,0.0,0.0,15430.440000000002,0.0,0.0,105.48152343750002,31,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,70,3000,1000,30720,0.01,0.01,7,0.6685233333333334,0.37,1.5022929687500002,0.0,0.0,0.5022929687500001,10.739683442044424,5.173216187820042,Adulto,Centro
1070,0.033187788538459134,0.022486772486772486,0.05795606494459368,0.00016025642823637096,surf,0.0,0.0,41.47999999999956,0.0,0.0,0.4050781249999957,66,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,20,500,50,15360,0.03,0.03,10,0.59408,0.34,1.0027005208333333,0.0,0.0,0.002700520833333305,9.642283814397377,3.063628189438415,Mayor,Centro
1071,0.3747748673784507,0.0,0.4242679968086587,0.4101267694273475,surf,2854.34,0.0,97386.7,85.6302,0.0,951.0419921875,29,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,500,50,15360,0.03,0.03,10,6.70868,0.0,7.340279947916667,5.70868,0.0,6.340279947916667,11.632907858043778,6.963825727156876,Joven,Este
1072,0.32438761692371637,0.12433862433862433,0.6186736591591173,0.6048912879161837,surf,2403.36,44.0,149048.85,72.1008,1.3199999999999998,1455.55517578125,66,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,500,50,15360,0.03,0.03,10,5.80672,1.88,10.703701171875,4.80672,0.88,9.703701171875,12.010117674651243,7.345994710297206,Mayor,Centro
1073,0.2763030877246298,0.0,0.48489749874371607,0.46191425545671516,surf,1972.99,0.0,113498.63,59.18969999999999,0.0,1108.38505859375,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,20,500,50,15360,0.03,0.03,10,4.94598,0.0,8.389233723958334,3.94598,0.0,7.389233723958333,11.766478951355282,7.080510186457489,Adulto,Centro
