user_id,total_minutos,total_sms,total_mb,costo_total,plan,age,city,plan_id,usd_monthly_pay,uso_minutos_relativo,uso_sms_relativo,uso_datos_relativo,porcentaje_exceso_minutos,porcentaje_exceso_sms,porcentaje_exceso_mb,segmento_edad,region_grupo
1010,0.5350514173858247,0.0,0.5168214860569226,0.522176400597765,surf,52,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,9.57772,0.0,8.941552083333333,8.57772,0.0,7.941552083333334,Adulto,Centro
1011,0.3066797910232975,0.4907407407407407,0.4958854019164154,0.2930862128150407,ultimate,73,"Cleveland-Elyria, OH MSA",ultimate,70,0.9149566666666666,0.371,4.28966796875,0.0,0.0,3.2896679687500003,Mayor,Centro
1012,0.0160587154815268,0.0,0.097130938693418,0.0403807950876012,surf,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,20,0.28746,0.0,1.680466796875,0.0,0.0,0.680466796875,Adulto,Centro
1013,0.0227221941659925,0.0211640211640211,0.0756890671422721,0.0197809284611913,ultimate,50,"Knoxville, TN MSA",ultimate,70,0.06779,0.016,0.6547499999999999,0.0,0.0,0.0,Adulto,Centro
1014,0.1340684313786831,0.0965608465608465,0.0337467561833743,0.0085803733386109,surf,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,2.3999,1.46,0.5838541666666667,1.3999,0.46,0.0,Mayor,Este
1015,0.0099985698771435,0.0899470899470899,0.065834472461962,0.0084625902727048,surf,26,"Pittsburgh, PA MSA",surf,20,0.17898,1.36,1.1390052083333333,0.0,0.36,0.1390052083333332,Joven,Centro
1016,0.1745531983356945,0.1256613756613756,0.2233699974328683,0.1831315096174671,surf,30,"Fresno, CA MSA",surf,20,3.1246,1.9,3.864534505208333,2.1246,0.9,2.8645345052083333,Adulto,Centro
1017,0.1765095617120358,0.201058201058201,0.3586733791904888,0.3229307671364229,surf,61,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,20,3.15962,3.04,6.205424479166667,2.15962,2.04,5.205424479166666,Mayor,Centro
1018,0.1366940475605232,0.0211640211640211,0.1557115895647865,0.1091114020372619,surf,70,"Indianapolis-Carmel-Anderson, IN MSA",surf,20,2.4469000000000003,0.32,2.6939733072916665,1.4469,0.0,1.6939733072916667,Mayor,Centro
1019,0.0540050143682655,0.201058201058201,0.1171829767333275,0.0621786596477923,surf,34,"Jacksonville, FL MSA",surf,20,0.96672,3.04,2.027388020833333,0.0,2.04,1.0273880208333332,Adulto,Centro
1020,0.0984349092989269,0.0052910052910052,0.1194736770409844,0.0678420686604205,surf,56,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,1.76204,0.08,2.06701953125,0.7620399999999999,0.0,1.0670195312500002,Adulto,Centro
1021,0.0422634822597728,0.0,0.0228965795133859,0.0,surf,37,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,0.75654,0.0,0.396134765625,0.0,0.0,0.0,Adulto,Oeste
1022,0.4287765298962714,0.0,0.5011242019859259,0.4947708681359645,surf,73,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,7.67534,0.0,8.66997265625,6.67534,0.0,7.66997265625,Mayor,Este
1023,0.0119314703003704,0.0145502645502645,0.0718313703794545,0.0144059247673734,surf,70,"Omaha-Council Bluffs, NE-IA MSA",surf,20,0.21358,0.22,1.2427578124999998,0.0,0.0,0.2427578124999999,Mayor,Centro
1024,0.0592182590935702,0.0,0.0406683408088218,0.0003562940834429,surf,74,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,1.06004,0.0,0.7036048177083334,0.0600399999999999,0.0,0.0,Mayor,Este
1025,0.0,0.0,0.0,0.0197809284611913,ultimate,64,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,70,0.0,0.0,0.0,0.0,0.0,0.0,Mayor,Centro
1026,0.0375005027775667,0.0291005291005291,0.0497638968863499,0.0197809284611913,ultimate,49,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,70,0.11188,0.022,0.4304837239583333,0.0,0.0,0.0,Adulto,Centro
1027,0.2251091585961556,0.1031746031746031,0.3465569089295919,0.3147751929454402,surf,38,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,4.02958,1.56,5.995796875,3.02958,0.56,4.995796875,Adulto,Este
1028,0.0545748289438989,1.0,0.0,0.0197809284611913,ultimate,57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",ultimate,70,0.16282,0.756,0.0,0.0,0.0,0.0,Adulto,Centro
1029,0.2917640565434824,0.0661375661375661,0.2528762449102343,0.2253422068711584,surf,59,"Tampa-St. Petersburg-Clearwater, FL MSA",surf,20,5.22274,1.0,4.3750234375,4.22274,0.0,3.3750234375,Adulto,Centro
1030,0.1429273721045598,0.0396825396825396,0.1637520703190882,0.0543871141923578,ultimate,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,70,0.4264133333333333,0.03,1.416541015625,0.0,0.0,0.4165410156249999,Adulto,Centro
1031,0.3100204686333835,0.0185185185185185,0.3494779149532072,0.1878654118744728,ultimate,52,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,0.9249233333333332,0.014,3.0231666666666666,0.0,0.0,2.0231666666666666,Adulto,Este
1032,0.1138299583923631,0.0555555555555555,0.1082234914300624,0.0197809284611913,ultimate,59,"Birmingham-Hoover, AL MSA",ultimate,70,0.3396033333333333,0.042,0.9361897786458332,0.0,0.0,0.0,Adulto,Centro
1033,0.2684787515027463,0.1428571428571428,0.3082492605855423,0.1582350143842291,ultimate,28,"Oklahoma City, OK MSA",ultimate,70,0.8009866666666666,0.108,2.6665172526041667,0.0,0.0,1.6665172526041667,Joven,Centro
1034,0.0005932775287477,0.0052910052910052,0.0037533106102164,0.0,surf,22,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,0.01062,0.08,0.0649361979166666,0.0,0.0,0.0,Joven,Este
1035,0.0661387129788118,0.0873015873015873,0.0583269481169212,0.0018223687231164,surf,67,"Charlotte-Concord-Gastonia, NC-SC MSA",surf,20,1.18392,1.32,1.0091171875,0.18392,0.32,0.0091171875,Mayor,Centro
1036,0.2958991227090102,0.5793650793650793,0.2938916489798492,0.147916420546714,ultimate,70,"Denver-Aurora-Lakewood, CO MSA",ultimate,70,0.8827933333333333,0.438,2.5423164062500003,0.0,0.0,1.54231640625,Mayor,Centro
1037,0.0488990288571977,0.0582010582010582,0.0540762416288815,0.0197809284611913,ultimate,20,"Seattle-Tacoma-Bellevue, WA MSA",ultimate,70,0.1458866666666666,0.044,0.4677877604166667,0.0,0.0,0.0,Joven,Centro
1038,0.1124311194733572,0.3373015873015872,0.3961174146281953,0.2213845003655062,ultimate,32,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",ultimate,70,0.33543,0.255,3.4266227213541667,0.0,0.0,2.4266227213541667,Adulto,Centro
1039,0.339387147664654,0.1944444444444444,0.481001870747365,0.2825384408492983,ultimate,56,"Columbus, OH MSA",ultimate,70,1.0125366666666666,0.147,4.160917643229166,0.0125366666666667,0.0,3.160917643229167,Adulto,Centro
1040,0.0313878448495466,0.0,0.0638260738546705,0.0061869489917484,surf,72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,20,0.56186,0.0,1.1042578125,0.0,0.0,0.1042578125000001,Mayor,Centro
1041,0.3882102012451007,0.0,0.7209911672155532,0.4567438177799635,ultimate,58,"Las Vegas-Henderson-Paradise, NV MSA",ultimate,70,1.1581966666666668,0.0,6.236950520833333,0.1581966666666667,0.0,5.236950520833333,Adulto,Centro
1042,0.3859544058956815,0.0,0.3379019271399707,0.3226429642086998,surf,40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,20,6.9088,0.0,5.846056640624999,5.9088,0.0,4.846056640624999,Adulto,Centro
1043,0.1387967750729586,0.7923280423280423,0.7685494080281606,0.4890456251772748,ultimate,42,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,0.41409,0.599,6.648354166666667,0.0,0.0,5.648354166666667,Adulto,Este
1044,0.1224665597053946,0.2116402116402116,0.3127322582487827,0.2701175024270743,surf,74,"Albuquerque, NM MSA",surf,20,2.19222,3.2,5.410595052083334,1.1922199999999998,2.2,4.410595052083334,Mayor,Centro
1045,0.1578732732383791,0.1719576719576719,0.1921482271325274,0.1497199031193051,surf,20,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,2.82602,2.6,3.324365234375,1.82602,1.6,2.324365234375,Joven,Este
1046,0.3700565792355099,0.3148148148148147,0.5552548192422438,0.5463400023865135,surf,67,"Boston-Cambridge-Newton, MA-NH MSA",surf,20,6.62422,4.76,9.606488932291668,5.62422,3.76,8.606488932291667,Mayor,Centro
1047,0.0390468231161483,0.0092592592592592,0.0645237376143045,0.0197809284611913,ultimate,22,"Indianapolis-Carmel-Anderson, IN MSA",ultimate,70,0.1164933333333333,0.007,0.5581640625,0.0,0.0,0.0,Joven,Centro
1048,0.1011420871749263,0.0,0.1629488538709012,0.1127652702364417,surf,42,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",surf,20,1.8105,0.0,2.819185546875,0.8105,0.0,1.819185546875,Adulto,Centro
1049,0.3004241208096283,0.0,0.2785794346635631,0.2526514040478141,surf,25,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,5.37776,0.0,4.819715494791667,4.37776,0.0,3.8197154947916663,Joven,Este
1050,0.3727335904575052,0.0,0.5869971279884864,0.3598963592718079,ultimate,23,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",ultimate,70,1.1120233333333334,0.0,5.07783203125,0.1120233333333333,0.0,4.07783203125,Joven,Centro
1051,0.0184262391791094,0.0793650793650793,0.0390214930862424,0.0001186855707671,surf,55,"San Diego-Chula Vista-Carlsbad, CA MSA",surf,20,0.32984,1.2,0.6751126302083333,0.0,0.2,0.0,Adulto,Centro
1052,0.148969641173237,0.4206349206349206,0.1177228570979159,0.0745934370834933,surf,47,"Houston-The Woodlands-Sugar Land, TX MSA",surf,20,2.66664,6.36,2.036728515625,1.66664,5.36,1.036728515625,Adulto,Centro
1053,0.2286196632954499,0.0992063492063492,0.3655105216650938,0.3345720243458833,surf,27,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,4.09242,1.5,6.323714192708334,3.09242,0.5,5.323714192708334,Joven,Este
1054,0.2349770063059479,0.3253968253968253,0.6459171655614805,0.6251681922508388,surf,50,"Phoenix-Mesa-Chandler, AZ MSA",surf,20,4.20622,4.92,11.175042317708334,3.20622,3.92,10.175042317708334,Adulto,Centro
1055,0.2027109766398369,0.8042328042328042,0.4274250946568664,0.4017129768506943,surf,52,"Portland-Vancouver-Hillsboro, OR-WA MSA",surf,20,3.62864,12.16,7.394901041666666,2.62864,11.16,6.3949010416666665,Adulto,Centro
1056,0.205727642040249,0.246031746031746,0.3885321463064875,0.3570938087632756,surf,33,"Cincinnati, OH-KY-IN MSA",surf,20,3.68264,3.72,6.722012369791667,2.68264,2.72,5.722012369791667,Adulto,Centro
1057,0.3661885438220927,0.5291005291005291,0.3455680627442811,0.1861532634119732,ultimate,18,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,70,1.092496666666667,0.4,2.989344401041667,0.0924966666666665,0.0,1.9893444010416668,Joven,Centro
1058,0.1283602300710145,0.0727513227513227,0.0640433882134562,0.014170438686506,surf,59,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,2.29772,1.1,1.108017578125,1.2977199999999998,0.1,0.1080175781250001,Adulto,Oeste
1059,0.6710471627703267,0.705026455026455,0.454648732317855,0.2753425864640849,ultimate,34,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,70,2.0020200000000004,0.533,3.93294921875,1.00202,0.0,2.93294921875,Adulto,Centro
1060,0.3359839021795966,0.4365079365079365,0.4040742434656865,0.3885965513378545,surf,53,"Atlanta-Sandy Springs-Roswell, GA MSA",surf,20,6.0143,6.6,6.990906901041667,5.0143,5.6,5.990906901041667,Adulto,Centro
1061,0.5207434851200186,0.6904761904761905,0.6460681378917745,0.4075906601437237,ultimate,38,"Columbia, SC MSA",ultimate,70,1.5536,0.522,5.5888271484375,0.5536000000000001,0.0,4.5888271484375,Adulto,Centro
1062,0.2608979830798589,0.1058201058201058,0.5578172471663149,0.3375956740187515,ultimate,41,"San Antonio-New Braunfels, TX MSA",ultimate,70,0.77837,0.08,4.825410807291666,0.0,0.0,3.8254108072916666,Adulto,Centro
1063,0.0176798938133779,0.0,0.0787646579946133,0.0197809284611913,ultimate,60,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,0.0527466666666666,0.0,0.6813554687500001,0.0,0.0,0.0,Adulto,Este
1064,0.3608814472843307,0.1759259259259259,0.4251801150324865,0.4105724692894339,surf,46,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,6.45998,2.66,7.356060546875,5.45998,1.66,6.356060546875,Adulto,Este
1065,0.2151530454913142,0.1322751322751322,0.2416802844059807,0.2063026781173108,surf,26,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,3.85136,2.0,4.181321614583333,2.85136,1.0,3.181321614583333,Joven,Oeste
1066,0.4516484400488029,0.4444444444444444,0.7318327265715743,0.7374615383683636,surf,61,"Boston-Cambridge-Newton, MA-NH MSA",surf,20,8.084760000000001,6.72,12.661471354166668,7.08476,5.72,11.661471354166668,Mayor,Centro
1067,0.1377476458837042,0.1309523809523809,0.2294666906195382,0.1855286713235008,surf,37,"Grand Rapids-Kentwood, MI MSA",surf,20,2.4657600000000004,1.98,3.970013671875,1.4657600000000002,0.98,2.9700136718750003,Adulto,Centro
1068,0.1917928824573085,0.0,0.4267019928874421,0.3931881236330418,surf,47,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,3.4332,0.0,7.382390625,2.4332,0.0,6.382390625,Adulto,Este
1069,0.224079023226089,0.4894179894179894,0.1736649917969944,0.0615113778430847,ultimate,31,"Houston-The Woodlands-Sugar Land, TX MSA",ultimate,70,0.6685233333333334,0.37,1.5022929687500002,0.0,0.0,0.5022929687500001,Adulto,Centro
1070,0.0331877885384591,0.0224867724867724,0.0579560649445936,0.0001602564282363,surf,66,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,20,0.59408,0.34,1.0027005208333333,0.0,0.0,0.0027005208333333,Mayor,Centro
1071,0.3747748673784507,0.0,0.4242679968086587,0.4101267694273475,surf,29,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,6.70868,0.0,7.340279947916667,5.70868,0.0,6.340279947916667,Joven,Este
1072,0.3243876169237163,0.1243386243386243,0.6186736591591173,0.6048912879161837,surf,66,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,5.80672,1.88,10.703701171875,4.80672,0.88,9.703701171875,Mayor,Centro
1073,0.2763030877246298,0.0,0.484897498743716,0.4619142554567151,surf,30,"Chicago-Naperville-Elgin, IL-IN-WI MSA",surf,20,4.94598,0.0,8.389233723958334,3.94598,0.0,7.389233723958333,Adulto,Centro
1074,0.0765249802240823,0.0,0.0439119128382399,0.0197809284611913,ultimate,69,"Knoxville, TN MSA",ultimate,70,0.2283066666666666,0.0,0.3798610026041666,0.0,0.0,0.0,Mayor,Centro
1075,0.0723798585072199,0.3227513227513227,0.1717549961417764,0.1210536455451107,surf,35,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,20,1.29564,4.88,2.971541015625,0.2956400000000001,3.88,1.971541015625,Adulto,Centro
1076,0.1978563799121368,0.9788359788359788,0.4020264836775655,0.3766873809242388,surf,51,"Buffalo-Cheektowaga, NY MSA",surf,20,3.54174,14.8,6.955478515625,2.54174,13.8,5.955478515625,Adulto,Centro
1077,0.8965183212145318,0.0,0.8608741433392717,0.5752742202991067,ultimate,23,"Charlotte-Concord-Gastonia, NC-SC MSA",ultimate,70,2.6746966666666667,0.0,7.447011393229166,1.6746966666666667,0.0,6.447011393229166,Joven,Centro
1078,0.0188485723351671,0.0899470899470899,0.077812764657844,0.0207606098509325,surf,47,"Seattle-Tacoma-Bellevue, WA MSA",surf,20,0.3374,1.36,1.3462421875,0.0,0.36,0.3462421874999999,Adulto,Centro
1079,0.3994500730703397,0.5238095238095237,0.3223901975457137,0.312257315650856,surf,48,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,7.15038,7.92,5.5776875,6.15038,6.92,4.5776875,Adulto,Este
1080,0.0,0.3505291005291005,0.5053145120158095,0.4620114397763991,surf,45,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,0.0,5.3,8.742469401041665,0.0,4.3,7.742469401041666,Adulto,Este
1081,0.1983423982266476,0.3055555555555555,0.4837546321825594,0.4546075689929491,surf,44,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,3.55044,4.62,8.3694609375,2.55044,3.62,7.369460937499999,Adulto,Centro
1082,0.5685151749442475,0.3214285714285714,0.5452628367309508,0.5572222975149266,surf,64,"Memphis, TN-MS-AR MSA",surf,20,10.17674,4.86,9.4336171875,9.17674,3.86,8.4336171875,Mayor,Centro
1083,0.0997588902246633,0.0317460317460317,0.156992333149422,0.1065028239313741,surf,65,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,1.78574,0.48,2.7161315104166666,0.78574,0.0,1.7161315104166666,Mayor,Oeste
1084,0.1949860786478188,0.2777777777777778,0.2117814787656965,0.1747690732763313,surf,21,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",surf,20,3.49036,4.2,3.664041015625,2.49036,3.2,2.664041015625,Joven,Centro
1085,0.2256946151405319,0.0,0.366174280621738,0.1998648321560387,ultimate,48,"Atlanta-Sandy Springs-Roswell, GA MSA",ultimate,70,0.6733433333333333,0.0,3.167598958333333,0.0,0.0,2.167598958333333,Adulto,Centro
1086,0.0354424666043967,0.0978835978835978,0.0932318487194031,0.0197809284611913,ultimate,36,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,0.10574,0.074,0.8065042317708334,0.0,0.0,0.0,Adulto,Este
1087,0.0617611962977694,0.0859788359788359,0.0722985115829117,0.0156899858119652,surf,45,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,20,1.10556,1.3,1.25083984375,0.1055599999999999,0.3,0.25083984375,Adulto,Centro
1088,0.1701075273622724,0.4735449735449735,0.4386736621695326,0.2519690185769953,ultimate,64,"Phoenix-Mesa-Chandler, AZ MSA",ultimate,70,0.5075033333333333,0.358,3.7947565104166663,0.0,0.0,2.7947565104166667,Mayor,Centro
1089,0.0,0.0357142857142857,0.0624582540057527,0.0047826189748815,surf,70,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",surf,20,0.0,0.54,1.0805930989583332,0.0,0.0,0.0805930989583333,Mayor,Centro
1090,0.289011070044736,0.25,0.5317907388033434,0.5130588399847806,surf,30,"Indianapolis-Carmel-Anderson, IN MSA",surf,20,5.17346,3.78,9.200535807291669,4.17346,2.78,8.200535807291667,Adulto,Centro
1091,0.0889838083277841,0.1137566137566137,0.0377619352997015,0.0197809284611913,ultimate,38,"Riverside-San Bernardino-Ontario, CA MSA",ultimate,70,0.2654766666666666,0.086,0.3266604817708333,0.0,0.0,0.0,Adulto,Centro
1092,0.0647007691379487,0.0251322751322751,0.0843654228809479,0.0282132233147269,surf,26,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,1.15818,0.38,1.459610026041667,0.15818,0.0,0.4596100260416667,Joven,Centro
1093,0.025804779291821,0.0224867724867724,0.0182046966543673,0.0,surf,69,"Nashville-Davidson–Murfreesboro–Franklin, TN MSA",surf,20,0.46192,0.34,0.3149602864583333,0.0,0.0,0.0,Mayor,Centro
1094,0.1795854431369744,0.1309523809523809,0.203708485525509,0.1635272220657411,surf,54,"Los Angeles-Long Beach-Anaheim, CA MSA",surf,20,3.21468,1.98,3.5243697916666665,2.21468,0.98,2.5243697916666665,Adulto,Oeste
1095,0.1147170814767806,0.1256613756613756,0.4801337422179822,0.4403926467072578,surf,55,"Louisville/Jefferson County, KY-IN MSA",surf,20,2.0535,1.9,8.306815755208333,1.0535,0.9,7.306815755208333,Adulto,Centro
1096,0.0147738394776476,0.0185185185185185,0.0269422390852311,0.0197809284611913,ultimate,28,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,0.0440766666666666,0.014,0.233064453125,0.0,0.0,0.0,Joven,Este
1097,0.3195598349995754,0.0,0.2751271279591348,0.2511396753343292,surf,27,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,20,5.7203,0.0,4.7599869791666665,4.7203,0.0,3.759986979166667,Joven,Centro
1098,0.2554836273278601,0.5634920634920635,0.5183821230096357,0.4985436496956656,surf,33,"Albany-Schenectady-Troy, NY MSA",surf,20,4.573300000000001,8.52,8.968552734375,3.5733,7.52,7.968552734375,Adulto,Centro
1099,0.5675721876857484,0.3161375661375661,0.6451425856894035,0.6596204152888666,surf,48,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,10.15986,4.78,11.161641276041667,9.15986,3.78,10.161641276041667,Adulto,Este
1100,0.1737811554498853,0.3505291005291005,0.3665070444095721,0.3320248471691701,surf,65,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,3.11078,5.3,6.340955078125001,2.11078,4.3,5.340955078125001,Mayor,Este
1101,0.3694968202112113,0.8571428571428571,0.4249127148881522,0.4173254229684767,surf,27,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,20,6.614199999999999,12.96,7.351434244791666,5.614199999999999,11.96,6.351434244791666,Joven,Centro
1102,0.0455549993966669,0.0595238095238095,0.0244270746823089,0.0197809284611913,ultimate,30,"Riverside-San Bernardino-Ontario, CA MSA",ultimate,70,0.13591,0.045,0.2113069661458333,0.0,0.0,0.0,Adulto,Centro
1103,0.1788223385190183,0.1851851851851851,0.3425361981750411,0.3064661051502102,surf,28,"Seattle-Tacoma-Bellevue, WA MSA",surf,20,3.20102,2.8,5.926234375000001,2.20102,1.8,4.926234375000001,Joven,Centro
1104,0.0009753884794665,0.033068783068783,0.0352255850986848,0.0197809284611913,ultimate,20,"Chicago-Naperville-Elgin, IL-IN-WI MSA",ultimate,70,0.00291,0.025,0.3047197265625,0.0,0.0,0.0,Joven,Centro
1105,0.226433139521892,0.3214285714285714,0.122634575538584,0.0869748264754908,surf,57,"Providence-Warwick, RI-MA MSA",surf,20,4.05328,4.86,2.1217063802083334,3.05328,3.86,1.1217063802083334,Adulto,Centro
1106,0.4215477057700987,0.0,0.6358065726850113,0.6322803165930306,surf,47,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,7.54594,0.0,11.000118489583334,6.545940000000001,0.0,10.000118489583334,Adulto,Este
1107,0.0399250079327127,0.0859788359788359,0.0889285352229509,0.0197809284611913,ultimate,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,0.1191133333333333,0.065,0.7692783203125,0.0,0.0,0.0,Mayor,Este
1108,0.0,0.0,0.0008774231868061,0.0197809284611913,ultimate,45,"Salt Lake City, UT MSA",ultimate,70,0.0,0.0,0.0075901692708333,0.0,0.0,0.0,Adulto,Centro
1109,0.4444106776547772,0.0,0.4129556461205567,0.4059096637073189,surf,41,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,7.9552,0.0,7.144564453125,6.9552,0.0,6.144564453125,Adulto,Este
1110,0.3187185205379049,0.5502645502645502,0.6159603341651362,0.6053250030082388,surf,65,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",surf,20,5.70524,8.32,10.6567578125,4.70524,7.32,9.6567578125,Mayor,Centro
1111,0.1202967951840612,0.4259259259259259,0.2075887604035251,0.163859708565473,surf,75,"Urban Honolulu, HI MSA",surf,20,2.1533800000000003,6.44,3.5915026041666667,1.15338,5.44,2.5915026041666667,Mayor,Centro
1112,0.2521943447579293,0.1507936507936507,0.1336966101895184,0.0327867189320707,ultimate,18,"Grand Rapids-Kentwood, MI MSA",ultimate,70,0.7524033333333333,0.114,1.1565455729166667,0.0,0.0,0.1565455729166667,Joven,Centro
1113,0.366990753361906,0.3664021164021164,0.3603612814525374,0.1968133267633575,ultimate,27,"New York-Newark-Jersey City, NY-NJ-PA MSA",ultimate,70,1.09489,0.277,3.1173134765625,0.09489,0.0,2.1173134765625,Joven,Este
1114,0.3971473518146918,0.6137566137566137,0.3851350054635276,0.3772393736054115,surf,55,"New York-Newark-Jersey City, NY-NJ-PA MSA",surf,20,7.10916,9.28,6.66323828125,6.10916,8.28,5.66323828125,Adulto,Este
1115,0.1295456678450283,0.201058201058201,0.0918454395556386,0.0439917643254118,surf,21,"El Paso, TX MSA",surf,20,2.31894,3.04,1.5890221354166667,1.31894,2.04,0.5890221354166666,Joven,Centro
1116,0.0385954405895681,0.0251322751322751,0.0567039579360682,0.0,surf,60,"Cincinnati, OH-KY-IN MSA",surf,20,0.69088,0.38,0.9810377604166668,0.0,0.0,0.0,Adulto,Centro
1117,0.2916333343761312,0.0,0.5303184199112485,0.5101760472127145,surf,49,"Dallas-Fort Worth-Arlington, TX MSA",surf,20,5.2204,0.0,9.175063151041666,4.2204,0.0,8.175063151041666,Adulto,Centro
